Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
143,Journal of Cultural Studies,African Journal Online (AJOL),Nigeria, Nigerian Group for the Study of African Cultures (NIGSAC),English,Social Sciences and Humanities,0,,0,,0,,1,0.1,0,,0,0,1,1,0,1,
144,Journal of Dietitians Association of Nigeria,African Journal Online (AJOL),Nigeria,Dietitians Association of Nigeria (DAN),English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,1,0,1,1,
145,Journal of Educational Foundations,African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
146,Journal of Environmental Extension,African Journal Online (AJOL),Nigeria,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
147,Journal of Experimental and Clinical Anatomy,African Journal Online (AJOL),Nigeria,Medknow Publications and Media Pvt. Ltd.,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
148,Journal of Health and Visual Sciences,African Journal Online (AJOL),Nigeria,East African Nature and Science Organization,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,1,
149,Journal of History and Diplomatic Studies,African Journal Online (AJOL),Nigeria,"Dept. of History and Diplomatic Studies, Olabisi Onabanjo University, Ago-Iwoye, Nigeria",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
150,Journal of Librarianship and Information Science in Africa,African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
151,Journal of Medical Investigation and Practice,African Journal Online (AJOL),Nigeria,"College of Medicine and Health Sciences, Abia State University",English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
152,Journal of Medical Laboratory Science,African Journal Online (AJOL),Nigeria, Association of Medical Laboratory Scientists of NigeriA,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
153,Journal of Medicine and Biomedical Research,African Journal Online (AJOL),Nigeria," College of Medical Sciences, University of Benin ",English,Medicine and Health,0,1,0,,1,5,0,,0,,1,0,1,0,1,1,
154,Journal of Medicine and Medical Sciences,African Journal Online (AJOL),Nigeria,"College of Medicine, University of Lagos",English,Medicine and Health,0,1,1,4,1,27,0,,0,,0,0,1,0,0,1,
155,Journal of Medicine in the Tropics,African Journal Online (AJOL),Nigeria,Wolters Kluwer - Medknow,English,Medicine and Health,0,1,1,,0,,0,,0,,0,0,1,1,0,1,
156,Journal of Meteorology and Climate Science,African Journal Online (AJOL),Nigeria,,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
157,Journal of Mining and Geology,African Journal Online (AJOL),Nigeria,Nigerian Mining and Geosciences Society,English,Science and Technology,0,,0,,1,13,0,,0,,0,0,1,0,1,1,
158,"Journal of Modeling, Design and Management of Engineering Systems",African Journal Online (AJOL),Nigeria,Dialetique Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
159,Journal of Pharmaceutical and Allied Sciences,African Journal Online (AJOL),Nigeria,,English,Medicine and Health,1,1,1,,0,,0,,0,,0,0,1,0,1,1,
160,Journal of Pharmacy & Bioresources,African Journal Online (AJOL),Nigeria,University of Jos ,English,Medicine and Health,0,1,1,4,0,,0,,0,,0,0,0,0,1,1,
161,Journal of Phytomedicine and Therapeutics,African Journal Online (AJOL),Nigeria,National Institute for Pharmaceutical Research and Development.,English,Medicine and Health,0,1,0,,1,6,0,,0,,1,0,1,0,1,1,
162,Journal of Radiography and Radiation Sciences,African Journal Online (AJOL),Nigeria,Education Committee (EDUCOM) of the Association of Radiographers of Nigeria (ARN),English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
163,Journal of Religion and Human Relations,African Journal Online (AJOL),Nigeria,"Department of Religion and Human Relations, Faculty of Arts, Nnamdi Azikiwe University, Awka",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
164,"Journal of Research in Forestry, Wildlife and Environment",African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,1,8,0,,0,,0,,1,0,1,0,1,1,
165,Journal of Research in National Development,African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
166,Journal of Surgical Technique and Case Report,African Journal Online (AJOL),Nigeria,Wolters Kluwer -- Medknow Publications,English,Medicine and Health,1,1,0,,1,13,0,,0,,1,0,1,1,0,1,
167,Journal of Sustainable Development Law and Policy (The),African Journal Online (AJOL),Nigeria,"OGEES Institute, Afe Babalola University",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
168,Journal of Technology and Education in Nigeria,African Journal Online (AJOL),Nigeria,"Department of Vocational Education, Nnamdi Azikiwe",English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,1,
169,Journal of the Association of Nigerian Musicologists,African Journal Online (AJOL),Nigeria,Association of nigerian muxicologists(ANIM),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
170,Journal of the Nigerian Association of Mathematical Physics,African Journal Online (AJOL),Nigeria,Nigerian Association of Mathematical Physics,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,0,0,1,1,
171,Journal of the Nigerian Infection Control Association,African Journal Online (AJOL),Nigeria,,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,0,0,1,1,
172,Journal of the Nigerian Optometric Association,African Journal Online (AJOL),Nigeria, Nigerian Optometric Association.,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
173,Journal of the Obafemi Awolowo University Medical Student's Association (IFEMED),African Journal Online (AJOL),Nigeria,Obafemi Awolowo University Medical Students’ Association,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,1,
174,Kanem Journal of Medical Sciences,African Journal Online (AJOL),Nigeria,Ntec Specialist,English,Medicine and Health,0,1,0,,0,,0,,0,,1,1,1,0,1,1,
175,Kashere Journal of Education,African Journal Online (AJOL),Nigeria," Faculty of Education, Federal University of Kashere ",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
176,Lagos Historical Review,African Journal Online (AJOL),Nigeria,"Department of History, University of Lagos",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
177,Lagos Journal of Library and Information Science,African Journal Online (AJOL),Nigeria,"Nigerian Library Association, Lagos",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
178,Lagos Notes and Records,African Journal Online (AJOL),Nigeria,"University of Lagos, Nigeria",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
179,LBS Management Review,African Journal Online (AJOL),Nigeria,Management professionals for practising managers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
180,Mary Slessor Journal of Medicine,African Journal Online (AJOL),Nigeria,University of Calabar Teaching Hospital.,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,1,
181,Mgbakoigba: Journal of African Studies,African Journal Online (AJOL),Nigeria," Department of Fine and Applied Arts, Nnamdi Azikiwe University, Awka.",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
182,Moor Journal of Agricultural Research,African Journal Online (AJOL),Nigeria,"Ibadan, Nigeria : Institute of Agricultural Research and Training, Obafemi Awolowo University",English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,1,
183,Nigeria Agricultural Journal,African Journal Online (AJOL),Nigeria,Agricultural Society of Nigeria,English,Agriculture,0,,1,5,1,8,0,,0,,1,0,0,0,1,1,
184,Nigeria Journal of Business Administration,African Journal Online (AJOL),Nigeria,"Department of Business Administration, University of Benin",English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,1,
185,Nigeria Journal of Pure and Applied Physics,African Journal Online (AJOL),Nigeria,"Department of Physics, Federal University of Technology,",English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,1,
186,Nigerian Dental Journal,African Journal Online (AJOL),Nigeria,"School of Dentistry, University of Benin Nigeria",English,Medicine and Health,0,1,1,3,0,,0,,0,,0,0,1,0,1,1,
187,Nigerian Endocrine Practice,African Journal Online (AJOL),Nigeria,American Association of Clinical Endocrinologists (AACE-Nigeria),English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
188,Nigerian Food Journal,African Journal Online (AJOL),Nigeria,Three Crowns Building,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
189,Nigerian Health Journal,African Journal Online (AJOL),Nigeria,"Nigerian Medical Association, Rivers State Branch",English,Medicine and Health,1,0,0,,0,,0,,0,,1,0,1,0,1,1,
190,Nigerian Hospital Practice,African Journal Online (AJOL),Nigeria,Longman Nigeria,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,1,
191,Nigerian Journal of Animal Production,African Journal Online (AJOL),Nigeria,Animal Production in the Tropics at the University of Ibadan,English,Agriculture,0,,1,6,0,,0,,0,,0,0,1,0,1,1,
192,Nigerian Journal of Animal Science,African Journal Online (AJOL),Nigeria,Animal Science Association of Nigeria (ASAN),English,Agriculture,0,,1,7,0,,0,,0,,1,0,1,0,1,1,
193,Nigerian Journal of Basic and Applied Sciences,African Journal Online (AJOL),Nigeria,"UsmanuDanfodiyo University, Sokoto",English,Science and Technology,0,,1,7,0,,0,,0,,1,0,0,0,1,1,
194,Nigerian Journal of Biotechnology,African Journal Online (AJOL),Nigeria,Biotechnology Society of Nigeria.,English,Science and Technology,0,,1,6,0,,0,,0,,1,0,1,0,1,1,
195,Nigerian Journal of Botany,African Journal Online (AJOL),Nigeria,Botanical Society of Nigeria (BOSON) ,English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,1,
196,Nigerian Journal of Chemical Research,African Journal Online (AJOL),Nigeria,Chemical Abstract Service (CAS).,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
197,Nigerian Journal of Christian Studies,African Journal Online (AJOL),Nigeria,National Association for Christian Studies (NACS). ,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
198,Nigerian Journal of Clinical and Counselling Psychology,African Journal Online (AJOL),Nigeria,Nigerian Association of Clinical Psychologists' official journal (A Division of Nigerian Psychological Association),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
199,Nigerian Journal of Clinical Medicine,African Journal Online (AJOL),Nigeria,Association of Resident Doctors of the Lagos State University Teaching Hospital,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
200,Nigerian Journal of Clinical Practice,African Journal Online (AJOL),Nigeria,Medical and Dental Consultants Association of Nigeria,English,Medicine and Health,1,1,1,35,1,31,0,,1,0.62,1,0,1,0,1,1,
201,Nigerian Journal of Dental Research,African Journal Online (AJOL),Nigeria,"School of Dentistry, College of Medical Sciences, University of Benin",English,Medicine and Health,1,,1,3,0,,0,,0,,1,0,1,0,1,1,
202,Nigerian Journal of Economic History,African Journal Online (AJOL),Nigeria,,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,1,
203,Nigerian Journal of Family Practice,African Journal Online (AJOL),Nigeria,University of Port Harcourt Teaching Hospital,English,Medicine and Health,0,,1,3,0,,0,,0,,0,0,1,0,1,1,
204,Nigerian Journal of Fisheries,African Journal Online (AJOL),Nigeria,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
205,Nigerian Journal of Gastroenterology and Hepatology,African Journal Online (AJOL),Nigeria,Society of Gastroenterology and Hepatology in Nigeria (SOGHIN),English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
206,Nigerian Journal of General Practice,African Journal Online (AJOL),Nigeria,The Association of General and Private Medical Practitioners of Nigeria [AGPMPN],English,Medicine and Health,0,0,1,3,0,,0,,0,,0,0,1,0,1,1,
207,Nigerian Journal of Genetics,African Journal Online (AJOL),Nigeria,,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
208,Nigerian Journal of Guidance and Counselling,African Journal Online (AJOL),Nigeria,"Department of Counsellor Education, University of Ilorin",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
209,Nigerian Journal of Health and Biomedical Sciences,African Journal Online (AJOL),Nigeria,College of Health Sciences of Obafemi Awolowo University,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,1,
210,Nigerian Journal of Horticultural Science,African Journal Online (AJOL),Nigeria,HORTICULTURAL SOCIETY OF NIGERIA (HORTSON),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,1,
211,Nigerian Journal of Medicine,African Journal Online (AJOL),Nigeria,"Nigerian Association of Resident Doctors ( NARD),",English,Medicine and Health,1,0,1,8,1,25,0,,0,,1,1,1,1,0,1,
212,Nigerian Journal of Natural Products and Medicine,African Journal Online (AJOL),Nigeria,Nigerian Society of Pharmacognosy,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,0,0,1,1,
213,Nigerian Journal of Nutritional Sciences,African Journal Online (AJOL),Nigeria,Nutrition Society of Nigeria,English,Medicine and Health,0,1,1,4,1,3,0,,1,0.14,0,0,1,0,1,1,
214,Nigerian Journal of Ophthalmology,African Journal Online (AJOL),Nigeria,Ophthalmological Society of Nigeria,English,Medicine and Health,1,1,1,5,0,,0,,0,,1,0,1,0,1,1,
215,Nigerian Journal of Orthopaedics and Trauma,African Journal Online (AJOL),Nigeria,Nigeria Orthopaedic Association,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,1,
216,Nigerian Journal of Otorhinolaryngology,African Journal Online (AJOL),Nigeria,Otorhinolaryngological Society of Nigeria,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,0,0,1,1,
217,Nigerian Journal of Paediatrics,African Journal Online (AJOL),Nigeria,"Ibadan, Paediatric Association of Nigeria",English,Medicine and Health,1,1,1,7,0,,0,,0,,1,0,1,0,1,1,
218,Nigerian Journal of Parasitology,African Journal Online (AJOL),Nigeria,"The Society, [Ilorin]",English,Medicine and Health,0,1,1,5,1,5,0,,0,,0,0,1,0,1,1,
219,Nigerian Journal of Pharmaceutical Research,African Journal Online (AJOL),Nigeria,Nigeria Association of Pharmacists in Academia,English,Medicine and Health,1,1,1,6,0,,0,,0,,1,0,1,0,0,1,
220,Nigerian Journal of Physics,African Journal Online (AJOL),Nigeria,"Lewis Publishers Inc, New York",English,Science and Technology,0,0,1,,0,,0,,0,,0,0,1,0,1,1,
221,Nigerian Journal of Physiological Sciences,African Journal Online (AJOL),Nigeria,Physiological Society of Nigeria,English,Medicine and Health,1,1,1,9,1,20,0,,1,0.16,1,0,1,1,0,1,
222,Nigerian Journal of Plastic Surgery,African Journal Online (AJOL),Nigeria,"Nigerian Association of Plastic, Reconstructive and Aesthetic Surgeons",English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,1,
223,Nigerian Journal of Postgraduate Medicine,African Journal Online (AJOL),Nigeria,National Association of Resident Doctors of Nigeria,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,1,0,1,
224,Nigerian Journal of Psychiatry,African Journal Online (AJOL),Nigeria,Harper & Row publisher,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,1,
225,Nigerian Journal of Soil and Environmental Research,African Journal Online (AJOL),Nigeria,"Department of Soil science, Faculty of Agriculture/Institute for Agricultural Research, Ahmadu Bello University",English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,1,
226,Nigerian Journal of Soil Science,African Journal Online (AJOL),Nigeria,Soil Science Society of Nigeria (SSSN),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,1,
227,Nigerian Journal of Surgery,African Journal Online (AJOL),Nigeria,Nigerian Surgical Research Society ,English,Medicine and Health,1,0,1,13,0,,0,,0,,1,1,1,1,0,1,
228,Nigerian Journal of Surgical Research,African Journal Online (AJOL),Nigeria,Surgical Research Society,English,Medicine and Health,1,1,0,,1,7,0,,0,,1,0,1,0,1,1,
229,Nigerian Journal of Surgical Sciences,African Journal Online (AJOL),Nigeria, International College of Surgeons,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,1,0,1,
230,Nigerian Journal of Technological Development,African Journal Online (AJOL),Nigeria,"Faculty of Engineering & Technology, University of Ilorin",English,Science and Technology,0,,1,10,1,4,0,,1,0.27,1,1,1,0,1,1,
231,Nigerian Journal of Technological Research,African Journal Online (AJOL),Nigeria,"University of Nigeria Press Ltd, University of Nigeria, Nsukka",English,Science and Technology,0,,1,5,0,,0,,0,,0,0,0,0,1,1,
232,Nigerian Journal of Technology,African Journal Online (AJOL),Nigeria,"Faculty of Engineering & Technology, University of Ilorin,",English,Science and Technology,0,,1,18,1,4,0,,0,,1,1,1,0,1,1,
233,Nigerian Libraries,African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
234,Nigerian Medical Journal,African Journal Online (AJOL),Nigeria,Nigerian Medical Association.,English,Medicine and Health,1,0,1,14,0,,0,,0,,0,0,1,1,0,1,
235,Nigerian Medical Practitioner,African Journal Online (AJOL),Nigeria,"Oxford University Press, Ibadan",English,Medicine and Health,1,0,1,,0,,0,,0,,0,0,1,1,0,1,
236,Nigerian Music Review,African Journal Online (AJOL),Nigeria,"Department of Music, University of Ife",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
237,Nigerian Quarterly Journal of Hospital Medicine,African Journal Online (AJOL),Nigeria,Lagos University Medical Society,English,Medicine and Health,1,1,1,2,1,14,0,,0,,0,0,1,0,1,1,
238,Nigerian School Library Journal,African Journal Online (AJOL),Nigeria,Nigerian School Library Association,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
239,Nigerian Veterinary Journal,African Journal Online (AJOL),Nigeria,Nigerian Veterinary Medical Association (NVMA),English,Agriculture,0,,1,6,0,,0,,0,,1,0,0,0,1,1,
240,Nnamdi Azikiwe University Journal of International Law and Jurisprudence,African Journal Online (AJOL),Nigeria,,English,Social Sciences and Humanities,0,,1,7,0,,0,,0,,1,0,1,0,1,1,
241,OGIRISI: a New Journal of African Studies,African Journal Online (AJOL),Nigeria,"SODAPSAT: Society for the Development of African Philosophy, Science and Technology",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
242,Orient Journal of Medicine,African Journal Online (AJOL),Nigeria,CPRINT PUBLISHER LTD,English,Medicine and Health,1,1,1,,0,,0,,0,,0,0,0,0,1,1,
243,OYE: Ogun Journal of Arts,African Journal Online (AJOL),Nigeria,"Faculty of Arts, Ogun State University",English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
244,Plant Products Research Journal,African Journal Online (AJOL),Nigeria,,English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,1,
245,Port Harcourt Medical Journal,African Journal Online (AJOL),Nigeria,"College of med sciences, university of port harcourt",English,Medicine and Health,1,1,1,,0,,0,,0,,0,0,1,1,0,1,
246,Research Journal of Health Sciences,African Journal Online (AJOL),Nigeria,Osun State University,English,Medicine and Health,0,1,0,,0,,0,,0,,1,1,1,0,1,1,
247,Sahel Journal of Veterinary Sciences,African Journal Online (AJOL),Nigeria,"Faculty of Veterinary Medicine, University of Maiduguri",English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,1,
248,Sahel Medical Journal,African Journal Online (AJOL),Nigeria,Usmanu Danfodiyo University Teaching Hospital,English,Medicine and Health,1,1,1,11,1,3,0,,0,,0,0,1,1,0,1,
249,Samaru Journal of Information Studies,African Journal Online (AJOL),Nigeria,"Department of Library and Information Science, Ahmadu Bello University",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
